Waterbody Name,County,DEC Region,Year,Bloom Type,Date of First Listing,Date of Last Listing,Number of Weeks on DEC Notification List,Number of Weeks with Updates,Latitude,Longitude,Location 1
Oneida River,Onondaga,7,2012,S,07/13/2012,09/29/2012,11,1,43.2104840,-76.2663130,"(43.210484, -76.266313)"
Orange Lake,Orange,3,2018,C,08/06/2018,10/27/2018,12,7,41.5488014,-74.1036987,"(41.5488014, -74.1036987)"
Orange Lake,Orange,3,2017,C,05/26/2017,10/13/2017,20,5,41.5488014,-74.1036987,"(41.5488014, -74.1036987)"
Orange Lake,Orange,3,2016,C,06/02/2016,10/27/2016,21,4,41.5488014,-74.1036987,"(41.5488014, -74.1036987)"
Orange Lake,Orange,3,2015,C,05/29/2015,10/02/2015,18,10,41.5488014,-74.1036987,"(41.5488014, -74.1036987)"
Orange Lake,Orange,3,2014,HT,08/06/2014,10/20/2014,11,8,41.5488014,-74.1036987,"(41.5488014, -74.1036987)"
Orange Lake,Orange,3,2013,C,08/24/2013,10/20/2013,8,2,41.5488014,-74.1036987,"(41.5488014, -74.1036987)"
Orange Lake,Orange,3,2012,C,07/29/2012,09/17/2012,7,4,41.5488014,-74.1036987,"(41.5488014, -74.1036987)"
Oswego River,Oswego,7,2016,HT,07/10/2016,09/29/2016,12,2,43.3977880,-76.4713830,"(43.397788, -76.471383)"
Otisco Lake,Onondaga,7,2018,C,09/14/2018,09/21/2018,1,1,42.8591003,-76.2794037,"(42.8591003, -76.2794037)"
Otisco Lake,Onondaga,7,2017,C,07/07/2017,07/21/2017,2,1,42.8591003,-76.2794037,"(42.8591003, -76.2794037)"
Owasco Lake,Cayuga,7,2018,HT,08/17/2018,09/29/2018,6,4,42.8737984,-76.5281982,"(42.8737984, -76.5281982)"
Owasco Lake,Cayuga,7,2017,HT,07/21/2017,10/27/2017,14,10,42.8737984,-76.5281982,"(42.8737984, -76.5281982)"
Owasco Lake,Cayuga,7,2016,HT,07/29/2016,10/27/2016,13,7,42.8737984,-76.5281982,"(42.8737984, -76.5281982)"
Owasco Lake,Cayuga,7,2015,HT,10/09/2015,10/13/2015,1,1,42.8737984,-76.5281982,"(42.8737984, -76.5281982)"
Owasco Lake,Cayuga,7,2014,HT,08/22/2014,10/02/2014,6,6,42.8737984,-76.5281982,"(42.8737984, -76.5281982)"
Owasco Lake,Cayuga,7,2013,HT,08/25/2013,10/20/2013,8,2,42.8737984,-76.5281982,"(42.8737984, -76.5281982)"
Paine Lake,Westchester,3,2018,HT,03/08/2018,06/30/2018,16,3,41.5480000,-73.6948700,"(41.548, -73.69487)"
Palmer Lake,Putnam,3,2017,C,07/07/2017,07/21/2017,2,1,41.4387016,-73.6734009,"(41.4387016, -73.6734009)"
Panther Lake,Oswego,7,2017,C,04/08/2017,10/20/2017,28,2,43.3292007,-75.9086990,"(43.3292007, -75.908699)"
Patterson Veterans Park Swim Pond,Putnam,3,2014,S,08/26/2014,10/20/2014,8,1,41.5186005,-73.6149979,"(41.5186005, -73.6149979)"
Payne Lake,Jefferson,6,2015,S,08/28/2015,10/02/2015,5,1,44.2834015,-75.6455994,"(44.2834015, -75.6455994)"
Peach Lake,Putnam,3,2018,C,09/07/2018,10/02/2018,4,2,41.3629990,-73.5800018,"(41.362999, -73.5800018)"
Peach Lake,Westchester,3,2018,C,09/07/2018,10/27/2018,7,2,41.3629990,-73.5800018,"(41.362999, -73.5800018)"
Peach Lake,Westchester,3,2017,C,09/08/2017,10/20/2017,6,2,41.3629990,-73.5800018,"(41.362999, -73.5800018)"
Peach Lake,Putnam,3,2017,C,09/08/2017,10/20/2017,6,2,41.3629990,-73.5800018,"(41.362999, -73.5800018)"
Peach Lake,Westchester,3,2016,C,07/01/2016,07/29/2016,4,3,41.3629990,-73.5800018,"(41.362999, -73.5800018)"
Peach Lake,Putnam,3,2016,C,07/01/2016,07/29/2016,4,3,41.3629990,-73.5800018,"(41.362999, -73.5800018)"
Peach Lake,Westchester,3,2015,C,08/28/2015,09/29/2015,5,2,41.3629990,-73.5800018,"(41.362999, -73.5800018)"
Peach Lake,Putnam,3,2015,C,08/28/2015,10/27/2015,9,2,41.3629990,-73.5800018,"(41.362999, -73.5800018)"
Peach Lake,Westchester,3,2013,HT,07/10/2013,10/13/2013,14,9,41.3629990,-73.5800018,"(41.362999, -73.5800018)"
Peach Lake,Putnam,3,2013,HT,07/10/2013,10/27/2013,16,9,41.3629990,-73.5800018,"(41.362999, -73.5800018)"
Peconic Lake,Suffolk,1,2016,C,08/19/2016,10/13/2016,8,1,40.9140015,-72.7177963,"(40.9140015, -72.7177963)"
Peconic River,Suffolk,1,2016,C,08/19/2016,10/27/2016,10,1,40.9160640,-72.6949560,"(40.916064, -72.694956)"
Pennellville Pond,Oswego,7,2016,C,07/29/2016,09/29/2016,9,1,43.2854004,-76.2677002,"(43.2854004, -76.2677002)"
Pine Valley Campground Lake,Broome,7,2018,S,08/31/2018,09/21/2018,3,1,43.2067900,-75.4763300,"(43.20679, -75.47633)"
Pleasant Lake,Oswego,7,2016,C,09/30/2016,10/20/2016,3,1,43.2354012,-76.2227020,"(43.2354012, -76.222702)"
Pleasant Lake,Oswego,7,2015,HT,04/09/2015,06/30/2015,12,2,43.2354012,-76.2227020,"(43.2354012, -76.222702)"
Pleasure Lake,Sullivan,3,2018,C,08/17/2018,10/02/2018,7,4,41.6960983,-74.6279984,"(41.6960983, -74.6279984)"
Pleasure Lake,Sullivan,3,2017,C,09/22/2017,10/20/2017,4,2,41.6960983,-74.6279984,"(41.6960983, -74.6279984)"
Plymouth Reservoir,Chenango,7,2018,HT,05/25/2018,10/27/2018,22,2,42.5881004,-75.6510010,"(42.5881004, -75.651001)"
Plymouth Reservoir,Chenango,7,2017,HT,06/30/2017,10/13/2017,15,12,42.5881004,-75.6510010,"(42.5881004, -75.651001)"
Plymouth Reservoir,Chenango,7,2016,C,09/09/2016,10/27/2016,7,2,42.5881004,-75.6510010,"(42.5881004, -75.651001)"
Port Bay,Wayne,8,2016,C,09/16/2016,10/28/2016,6,2,43.2975998,-76.8320999,"(43.2975998, -76.8320999)"
Port Bay,Wayne,8,2014,C,07/22/2014,09/29/2014,10,1,43.2975998,-76.8320999,"(43.2975998, -76.8320999)"
Poxabogue Pond,Suffolk,1,2017,C,09/22/2017,10/13/2017,3,1,40.9446983,-72.2854004,"(40.9446983, -72.2854004)"
Prestons Pond,Suffolk,1,2017,C,07/28/2017,10/20/2017,12,2,40.9030991,-72.8199005,"(40.9030991, -72.8199005)"
Prospect Park Lake,Kings,2,2018,HT,05/18/2018,10/19/2018,22,21,40.6548996,-73.9699020,"(40.6548996, -73.969902)"
Prospect Park Lake,Kings,2,2017,HT,05/19/2017,10/27/2017,23,23,40.6548996,-73.9699020,"(40.6548996, -73.969902)"
Prospect Park Lake,Kings,2,2016,HT,06/17/2016,10/27/2016,19,19,40.6548996,-73.9699020,"(40.6548996, -73.969902)"
Prospect Park Lake,Kings,2,2015,HT,05/08/2015,10/20/2015,24,24,40.6548996,-73.9699020,"(40.6548996, -73.969902)"
Prospect Park Lake,Kings,2,2014,C,06/11/2014,10/27/2014,20,5,40.6548996,-73.9699020,"(40.6548996, -73.969902)"
Prospect Park Lake,Kings,2,2013,S,08/27/2013,10/02/2013,5,1,40.6548996,-73.9699020,"(40.6548996, -73.969902)"
Putnam Lake,Putnam,3,2018,C,08/06/2018,10/13/2018,10,6,41.4664001,-73.5395966,"(41.4664001, -73.5395966)"
Putnam Lake,Putnam,3,2017,C,08/09/2017,10/27/2017,11,1,41.4664001,-73.5395966,"(41.4664001, -73.5395966)"
Putnam Lake,Putnam,3,2016,C,07/29/2016,10/02/2016,9,3,41.4664001,-73.5395966,"(41.4664001, -73.5395966)"
Putnam Lake,Putnam,3,2015,C,09/11/2015,10/20/2015,6,2,41.4664001,-73.5395966,"(41.4664001, -73.5395966)"
Putnam Lake,Putnam,3,2014,HT,08/10/2014,10/20/2014,10,2,41.4664001,-73.5395966,"(41.4664001, -73.5395966)"
Putnam Lake,Putnam,3,2013,HT,06/26/2013,10/14/2013,16,9,41.4664001,-73.5395966,"(41.4664001, -73.5395966)"
Quaker Lake,Cattaraugus,9,2018,S,08/17/2018,08/24/2018,1,1,42.0433006,-78.8677979,"(42.0433006, -78.8677979)"
Quaker Lake,Dutchess,3,2018,S,06/08/2018,06/15/2018,1,1,42.0433006,-78.8677979,"(42.0433006, -78.8677979)"
Quaker Lake,Cattaraugus,9,2015,S,07/24/2015,09/29/2015,10,1,42.0433006,-78.8677979,"(42.0433006, -78.8677979)"
Quaker Lake,Cattaraugus,9,2014,S,06/16/2014,10/27/2014,19,2,42.0433006,-78.8677979,"(42.0433006, -78.8677979)"
Raritan Bay Park Pond,Richmond,2,2015,S,09/14/2015,10/20/2015,5,1,40.4988190,-74.2465190,"(40.498819, -74.246519)"
Red House Lake,Cattaraugus,9,2017,S,07/14/2017,10/27/2017,15,1,42.1027985,-78.7445984,"(42.1027985, -78.7445984)"
Red House Lake,Cattaraugus,9,2016,S,08/26/2016,10/13/2016,7,1,42.1027985,-78.7445984,"(42.1027985, -78.7445984)"
Red House Lake,Cattaraugus,9,2015,S,08/14/2015,10/27/2015,11,3,42.1027985,-78.7445984,"(42.1027985, -78.7445984)"
Red House Lake,Cattaraugus,9,2013,S,07/10/2013,10/02/2013,12,3,42.1027985,-78.7445984,"(42.1027985, -78.7445984)"
Red House Lake,Cattaraugus,9,2012,S,08/29/2012,10/20/2012,7,1,42.1027985,-78.7445984,"(42.1027985, -78.7445984)"
Rensselaer Lake,Albany,4,2018,C,09/14/2018,09/29/2018,2,1,42.6375000,-73.5407600,"(42.6375, -73.54076)"
Roaring Brook Lake,Putnam,3,2018,HT,05/25/2018,10/02/2018,19,12,41.4388008,-73.8075027,"(41.4388008, -73.8075027)"
Roaring Brook Lake,Putnam,3,2017,HT,06/09/2017,10/20/2017,19,8,41.4388008,-73.8075027,"(41.4388008, -73.8075027)"
Roaring Brook Lake,Putnam,3,2016,C,07/01/2016,10/20/2016,16,1,41.4388008,-73.8075027,"(41.4388008, -73.8075027)"
Roaring Brook Lake,Putnam,3,2015,HT,06/12/2015,08/14/2015,9,7,41.4388008,-73.8075027,"(41.4388008, -73.8075027)"
Roaring Brook Lake,Putnam,3,2012,C,06/22/2012,07/20/2012,4,2,41.4388008,-73.8075027,"(41.4388008, -73.8075027)"
Robinson Pond,Columbia,5,2016,C,09/16/2016,10/27/2016,6,1,42.1180992,-73.5552979,"(42.1180992, -73.5552979)"
Rockland Lake,Rockland,3,2018,S,03/08/2018,10/20/2018,32,1,41.1385994,-73.9227982,"(41.1385994, -73.9227982)"
Rockland Lake,Rockland,3,2017,C,08/11/2017,10/20/2017,10,4,41.1385994,-73.9227982,"(41.1385994, -73.9227982)"
Rockland Lake,Rockland,3,2016,S,06/02/2016,08/14/2016,10,5,41.1385994,-73.9227982,"(41.1385994, -73.9227982)"
Rockland Lake,Rockland,3,2015,S,06/12/2015,08/07/2015,8,6,41.1385994,-73.9227982,"(41.1385994, -73.9227982)"
Rockland Lake,Rockland,3,2014,C,06/25/2014,09/29/2014,14,8,41.1385994,-73.9227982,"(41.1385994, -73.9227982)"
Rockland Lake,Rockland,3,2013,S,09/19/2013,10/13/2013,3,2,41.1385994,-73.9227982,"(41.1385994, -73.9227982)"
Rockland Lake,Rockland,3,2013,S,09/19/2013,10/04/2013,2,2,41.1385994,-73.9227982,"(41.1385994, -73.9227982)"
Rockland Lake,Rockland,3,2012,S,08/20/2012,10/27/2012,10,1,41.1385994,-73.9227982,"(41.1385994, -73.9227982)"
Rondout Creek,Ulster,3,2016,C,09/02/2016,10/02/2016,4,4,41.8850550,-74.0299680,"(41.885055, -74.029968)"
Roth Pond,Suffolk,1,2018,HT,05/25/2018,09/29/2018,18,16,40.9118040,-73.1237890,"(40.911804, -73.123789)"
Roth Pond,Suffolk,1,2017,HT,05/26/2017,10/27/2017,22,18,40.9118040,-73.1237890,"(40.911804, -73.123789)"
Roth Pond,Suffolk,1,2016,HT,05/08/2016,10/13/2016,23,9,40.9118040,-73.1237890,"(40.911804, -73.123789)"
Roth Pond,Suffolk,1,2015,C,08/07/2015,10/27/2015,12,1,40.9118040,-73.1237890,"(40.911804, -73.123789)"
Round Lake,Orange,3,2018,S,08/17/2018,10/20/2018,9,1,42.9339981,-73.7828979,"(42.9339981, -73.7828979)"
Round Lake,Saratoga,5,2017,C,07/21/2017,09/15/2017,8,3,42.9339981,-73.7828979,"(42.9339981, -73.7828979)"
Round Lake,Saratoga,5,2016,C,08/28/2016,10/07/2016,6,2,42.9339981,-73.7828979,"(42.9339981, -73.7828979)"
Sagaponack Lake,Suffolk,1,2017,C,09/01/2017,10/13/2017,6,3,40.9104004,-72.2910995,"(40.9104004, -72.2910995)"
Sagaponack Lake,Suffolk,1,2016,C,07/22/2016,10/27/2016,14,4,40.9104004,-72.2910995,"(40.9104004, -72.2910995)"
Sagaponack Lake,Suffolk,1,2015,C,08/21/2015,10/02/2015,6,5,40.9104004,-72.2910995,"(40.9104004, -72.2910995)"
Sagaponack Lake,Suffolk,1,2014,C,07/09/2014,10/20/2014,15,1,40.9104004,-72.2910995,"(40.9104004, -72.2910995)"
Saratoga Lake,Saratoga,5,2018,C,08/24/2018,10/20/2018,8,5,43.0167007,-73.7415009,"(43.0167007, -73.7415009)"
Saratoga Lake,Saratoga,5,2017,HT,07/21/2017,08/25/2017,5,4,43.0167007,-73.7415009,"(43.0167007, -73.7415009)"
Saratoga Lake,Saratoga,5,2016,C,09/09/2016,10/20/2016,6,1,43.0167007,-73.7415009,"(43.0167007, -73.7415009)"
Saratoga Lake,Saratoga,5,2015,HT,07/24/2015,08/14/2015,3,2,43.0167007,-73.7415009,"(43.0167007, -73.7415009)"
Saratoga Lake,Saratoga,5,2013,HT,09/14/2013,10/03/2013,3,2,43.0167007,-73.7415009,"(43.0167007, -73.7415009)"
Sayre Pond,Suffolk,1,2017,C,09/22/2017,10/13/2017,3,1,40.8847008,-72.3529968,"(40.8847008, -72.3529968)"
Schroon Lake,Warren,5,2015,S,07/31/2015,10/13/2015,11,1,43.7747993,-73.7779999,"(43.7747993, -73.7779999)"
Schroon Lake,Warren,5,2015,S,07/31/2015,10/27/2015,13,1,43.7747993,-73.7779999,"(43.7747993, -73.7779999)"
Schroon Lake,Essex,5,2015,S,07/31/2015,10/27/2015,13,1,43.7747993,-73.7779999,"(43.7747993, -73.7779999)"
Secor Lake,Putnam,3,2017,S,08/04/2017,08/11/2017,1,1,41.3765984,-73.7873001,"(41.3765984, -73.7873001)"
Seneca Lake,Schuyler,8,2018,HT,08/24/2018,10/02/2018,6,6,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Ontario,8,2018,HT,08/24/2018,10/20/2018,8,6,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Seneca,8,2018,HT,08/24/2018,10/27/2018,9,6,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Yates,8,2018,HT,08/24/2018,10/13/2018,7,6,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Yates,8,2017,HT,09/22/2017,10/20/2017,4,3,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Ontario,8,2017,HT,09/15/2017,10/20/2017,5,3,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Seneca,8,2017,HT,09/15/2017,10/20/2017,5,3,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Schuyler,8,2017,HT,09/15/2017,10/20/2017,5,3,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Seneca,8,2016,HT,09/02/2016,10/13/2016,6,2,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Ontario,8,2016,HT,09/02/2016,10/02/2016,4,2,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Schuyler,8,2016,HT,09/02/2016,10/27/2016,8,2,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Yates,8,2016,HT,09/02/2016,10/27/2016,8,2,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Yates,8,2015,HT,08/21/2015,10/20/2015,9,4,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Schuyler,8,2015,HT,08/21/2015,10/02/2015,6,4,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Seneca,8,2015,HT,08/21/2015,10/20/2015,9,4,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Seneca Lake,Ontario,8,2015,HT,08/21/2015,10/02/2015,6,4,42.4424019,-76.8846970,"(42.4424019, -76.884697)"
Sepasco Lake,Dutchess,3,2015,C,08/21/2015,10/27/2015,10,3,41.9598007,-73.8376007,"(41.9598007, -73.8376007)"
Setauket Mill Pond,Suffolk,1,2016,C,07/01/2016,09/29/2016,13,1,40.9462013,-73.1156998,"(40.9462013, -73.1156998)"
Seventh Lake,Hamilton,5,2017,C,09/01/2017,09/21/2017,3,1,43.7443000,-74.7319100,"(43.7443, -74.73191)"
Sheldrake Lake,Westchester,3,2018,HT,03/08/2018,10/20/2018,32,3,40.9524002,-73.7744980,"(40.9524002, -73.774498)"
Sheldrake Lake,Westchester,3,2016,S,10/07/2016,10/28/2016,3,1,40.9524002,-73.7744980,"(40.9524002, -73.774498)"
Silver Lake,Wyoming,8,2018,S,08/31/2018,09/21/2018,3,1,42.6904200,-78.0290700,"(42.69042, -78.02907)"
Silver Lake,Wyoming,8,2017,HT,08/11/2017,10/27/2017,11,6,42.6904200,-78.0290700,"(42.69042, -78.02907)"
Silver Lake,Westchester,3,2017,S,10/21/2017,10/27/2017,1,1,41.0475006,-73.7468033,"(41.0475006, -73.7468033)"
Silver Lake,St. Lawrence,8,2015,HT,09/25/2015,10/27/2015,5,1,42.6904200,-78.0290700,"(42.69042, -78.02907)"
Silver Lake,Wyoming,8,2015,HT,07/24/2015,08/28/2015,5,5,42.6904200,-78.0290700,"(42.69042, -78.02907)"
Silver Lake,St Lawrence,6,2015,C,09/25/2015,10/13/2015,3,1,44.2268982,-74.8265991,"(44.2268982, -74.8265991)"
Silver Lake,Wyoming,8,2014,C,08/22/2014,10/02/2014,6,2,42.6904200,-78.0290700,"(42.69042, -78.02907)"
Silver Lake,St Lawrence,6,2012,C,09/16/2012,10/20/2012,5,1,44.2268982,-74.8265991,"(44.2268982, -74.8265991)"
Silver Lake Reservoir,Richmond,2,2017,HT,07/28/2017,10/20/2017,12,3,40.6232500,-74.0961630,"(40.62325, -74.096163)"
Silver Lake Reservoir,Richmond,2,2016,C,09/02/2016,10/20/2016,7,1,40.6232500,-74.0961630,"(40.62325, -74.096163)"
Sixberry Lake,Jefferson,6,2015,C,07/08/2015,10/02/2015,12,1,44.2798004,-75.7750015,"(44.2798004, -75.7750015)"
Sixtown Pond,Jefferson,6,2015,S,08/28/2015,10/27/2015,9,4,43.8291467,-76.1264733,"(43.82914667, -76.12647333)"
Sixtown Pond/Crystal Lake,Jefferson,6,2016,C,05/08/2016,10/13/2016,23,2,43.8291467,-76.1264733,"(43.82914667, -76.12647333)"
Skaneateles Lake,Onondaga,7,2018,HT,08/10/2018,10/20/2018,10,4,42.8451004,-76.3503036,"(42.8451004, -76.3503036)"
Skaneateles Lake,Cayuga,7,2018,HT,08/10/2018,09/14/2018,5,4,42.8451004,-76.3503036,"(42.8451004, -76.3503036)"
Skaneateles Lake,Onondaga,7,2017,HT,09/08/2017,10/13/2017,5,4,42.8451004,-76.3503036,"(42.8451004, -76.3503036)"
Skaneateles Lake,Cayuga,7,2017,HT,09/08/2017,10/13/2017,5,4,42.8451004,-76.3503036,"(42.8451004, -76.3503036)"
Skaneateles Lake,Cortland,7,2017,HT,09/15/2017,10/27/2017,6,4,42.8451004,-76.3503036,"(42.8451004, -76.3503036)"
Sleepy Hollow Lake,Greene,8,2018,C,08/31/2018,10/27/2018,8,5,42.2943993,-73.8069000,"(42.2943993, -73.8069)"
Sleepy Hollow Lake,Greene,4,2014,C,05/08/2014,10/02/2014,21,1,42.2943993,-73.8069000,"(42.2943993, -73.8069)"
Sleepy Hollow Lake,Greene,4,2013,HT,08/02/2013,10/20/2013,11,4,42.2943993,-73.8069000,"(42.2943993, -73.8069)"
Smith Pond,Steuben,8,2018,C,06/29/2018,10/20/2018,16,6,42.3888016,-77.4744034,"(42.3888016, -77.4744034)"
Smith Pond,Steuben,8,2017,C,06/09/2017,08/25/2017,11,5,42.3888016,-77.4744034,"(42.3888016, -77.4744034)"
Smith Pond,Steuben,8,2016,C,07/08/2016,08/05/2016,4,2,42.3888016,-77.4744034,"(42.3888016, -77.4744034)"
Smith Pond,Steuben,8,2015,C,06/19/2015,09/29/2015,15,4,42.3888016,-77.4744034,"(42.3888016, -77.4744034)"
Smith Pond,Steuben,8,2014,C,06/29/2014,10/27/2014,17,3,42.3888016,-77.4744034,"(42.3888016, -77.4744034)"
Smith Pond,Steuben,8,2013,HT,06/30/2013,10/13/2013,15,5,42.3888016,-77.4744034,"(42.3888016, -77.4744034)"
Snyders Lake,Rensselaer,5,2015,C,09/18/2015,10/27/2015,6,5,42.6631012,-73.6346970,"(42.6631012, -73.634697)"
Snyders Lake,Rensselaer,5,2014,C,07/02/2014,10/02/2014,13,2,42.6631012,-73.6346970,"(42.6631012, -73.634697)"
Snyders Lake,Rensselaer,5,2012,C,10/02/2012,10/20/2012,3,3,42.6631012,-73.6346970,"(42.6631012, -73.634697)"
Sodus Bay,Wayne,8,2017,C,06/30/2017,10/20/2017,16,1,43.2482986,-76.9585037,"(43.2482986, -76.9585037)"
Sodus Bay,Wayne,8,2016,C,08/19/2016,09/30/2016,6,4,43.2482986,-76.9585037,"(43.2482986, -76.9585037)"
Sodus Bay,Wayne,8,2015,C,06/09/2015,06/16/2015,1,1,43.2482986,-76.9585037,"(43.2482986, -76.9585037)"
Sodus Bay,Wayne,8,2014,C,06/19/2014,09/29/2014,15,1,43.2482986,-76.9585037,"(43.2482986, -76.9585037)"
Sodus Bay,Wayne,8,2013,C,08/27/2013,10/27/2013,9,1,43.2482986,-76.9585037,"(43.2482986, -76.9585037)"
Sodus Bay,Wayne,8,2012,S,09/07/2012,10/13/2012,5,2,43.2482986,-76.9585037,"(43.2482986, -76.9585037)"
Somerset Lake,Delaware,4,2018,C,08/31/2018,10/27/2018,8,1,41.9101982,-75.2289963,"(41.9101982, -75.2289963)"
Somerset Lake,Delaware,4,2013,C,07/07/2013,10/02/2013,12,3,41.9101982,-75.2289963,"(41.9101982, -75.2289963)"
Somerset Lake,Delaware,4,2012,C,07/02/2012,10/20/2012,16,4,41.9101982,-75.2289963,"(41.9101982, -75.2289963)"
Song Lake,Cortland,7,2018,C,06/22/2018,10/20/2018,17,2,42.7723007,-76.1468640,"(42.7723007, -76.146864)"
Song Lake,Cortland,7,2017,C,06/02/2017,10/20/2017,20,2,42.7723007,-76.1468640,"(42.7723007, -76.146864)"
Song Lake,Cortland,7,2016,HT,06/10/2016,08/22/2016,10,5,42.7723007,-76.1468640,"(42.7723007, -76.146864)"
Song Lake,Cortland,7,2015,HT,05/06/2015,06/30/2015,8,5,42.7723007,-76.1468640,"(42.7723007, -76.146864)"
Song Lake,Cortland,7,2014,HT,07/11/2014,09/29/2014,11,6,42.7723007,-76.1468640,"(42.7723007, -76.146864)"
Song Lake,Cortland,7,2013,HT,06/06/2013,10/27/2013,20,3,42.7723007,-76.1468640,"(42.7723007, -76.146864)"
Song Lake,Cortland,7,2012,HT,06/22/2012,10/13/2012,16,5,42.7723007,-76.1468640,"(42.7723007, -76.146864)"
South Merrits Pond,Suffolk,1,2018,C,08/31/2018,10/02/2018,5,1,40.6192700,-73.9569600,"(40.61927, -73.95696)"
South Sandy Pond,Oswego,7,2016,S,09/09/2016,10/27/2016,7,1,43.6233900,-76.1903700,"(43.62339, -76.19037)"
Spring Lake,Suffolk,1,2018,C,09/14/2018,09/29/2018,2,1,40.8737984,-72.9587021,"(40.8737984, -72.9587021)"
Spring Lake,Suffolk,1,2017,C,09/15/2017,10/27/2017,6,1,40.8737984,-72.9587021,"(40.8737984, -72.9587021)"
Spring Lake,Suffolk,1,2016,C,07/01/2016,10/13/2016,15,1,40.8737984,-72.9587021,"(40.8737984, -72.9587021)"
St Lawrence River,St Lawrence,6,2017,S,04/08/2017,06/30/2017,12,1,44.8898430,-75.1201360,"(44.889843, -75.120136)"
Stony Brook Duck Pond,Suffolk,1,2017,C,09/15/2017,10/20/2017,5,2,40.9141998,-73.1470032,"(40.9141998, -73.1470032)"
Stony Brook Duck Pond,Suffolk,1,2016,C,07/15/2016,08/12/2016,4,2,40.9141998,-73.1470032,"(40.9141998, -73.1470032)"
Sturgeon Pool,Ulster,3,2016,S,08/26/2016,10/20/2016,8,5,41.8436012,-74.0426025,"(41.8436012, -74.0426025)"
Sucker Brook,Cayuga,7,2018,HT,08/10/2018,10/02/2018,8,1,42.8750130,-77.2765250,"(42.875013, -77.276525)"
Sucker Brook,Ontario,8,2016,C,08/12/2016,10/27/2016,11,2,42.8750130,-77.2765250,"(42.875013, -77.276525)"
Sucker Brook,Cayuga,7,2015,C,07/17/2015,10/13/2015,13,1,42.9008110,-76.5281240,"(42.900811, -76.528124)"
Sucker Brook,Ontario,8,2015,C,04/09/2015,10/27/2015,29,1,42.8750130,-77.2765250,"(42.875013, -77.276525)"
Summit Lake,Washington,5,2018,C,09/14/2018,10/05/2018,3,2,43.2102013,-73.4632034,"(43.2102013, -73.4632034)"
Summit Lake,Washington,5,2017,C,06/30/2017,08/11/2017,6,1,43.2102013,-73.4632034,"(43.2102013, -73.4632034)"
Summit Lake,Schoharie,4,2013,S,07/10/2013,09/29/2013,12,1,42.5831985,-74.5814972,"(42.5831985, -74.5814972)"
Sylvan Lake,Dutchess,3,2018,S,06/15/2018,10/20/2018,18,1,41.5883900,-73.6978200,"(41.58839, -73.69782)"
Tanglewood Lake,Steuben,8,2018,C,07/27/2018,10/20/2018,12,2,42.1936350,-77.2511160,"(42.193635, -77.251116)"
Tarrytown Reservoir,Westchester,3,2013,S,09/21/2013,10/17/2013,4,2,41.0824013,-73.8420029,"(41.0824013, -73.8420029)"
Tarrytown Reservoir,Westchester,3,2013,S,09/17/2013,10/17/2013,4,2,41.0824013,-73.8420029,"(41.0824013, -73.8420029)"
The Lake in Central Park,New York,2,2018,HT,06/08/2018,10/27/2018,20,19,40.7757380,-73.9717650,"(40.775738, -73.971765)"
The Lake in Central Park,New York,2,2017,HT,06/02/2017,10/27/2017,21,21,40.7757380,-73.9717650,"(40.775738, -73.971765)"
The Lake in Central Park,New York,2,2016,HT,06/10/2016,10/28/2016,20,20,40.7757380,-73.9717650,"(40.775738, -73.971765)"
The Pond in Central Park,New York,2,2018,C,07/27/2018,09/29/2018,9,1,40.6974400,-73.9794400,"(40.69744, -73.97944)"
Thunder Lake,Chenango,7,2017,S,09/15/2017,10/06/2017,3,1,42.2690010,-75.7279968,"(42.269001, -75.7279968)"
Tillson Lake,Ulster,3,2015,S,09/18/2015,10/02/2015,2,1,41.6726990,-74.2482986,"(41.672699, -74.2482986)"
Titus Lake,Delaware,4,2013,C,07/11/2013,10/20/2013,14,5,42.5017014,-74.7127991,"(42.5017014, -74.7127991)"
Tomahawk Lake,Orange,3,2013,HT,06/12/2013,09/11/2013,13,13,41.4091988,-74.2233963,"(41.4091988, -74.2233963)"
Tomahawk Lake,Orange,3,2013,HT,07/17/2013,10/20/2013,14,3,41.4091988,-74.2233963,"(41.4091988, -74.2233963)"
Tomahawk Lake,Orange,3,2012,S,08/03/2012,10/02/2012,9,1,41.4091988,-74.2233963,"(41.4091988, -74.2233963)"
